t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,gemini_concept_matched,gemini_match_score,visual_on_screen,keyword_id,keyword_text,segment_id,groundability,gap_since_expired,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
85.748,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,42,hill climbing,16,MEDIUM,,,,,No Match,,1,0.3,,0.0
86.77,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,43,major limitation,16,MEDIUM,,,,,No Match,,1,0.3,,0.0
96.826,,,F,no_ocr_nearby,0.0,,,,,NONE,,,False,44,highest point,18,MEDIUM,,,,,No Match,,3,1.0,,0.0
90.676,86.0,-4.676000000000002,E,gemini_concept_exact,0.8999999999999999,12.0,86.0,90.0,,HIGH,the central figure is a black silhouette of a person walking uphill from left to right. the person is carrying a backpack,1.0,False,45,hill,18,MEDIUM,,17.39133521410144,11.339999999999932,17.39133521410144,Disruptive,16.521768453396366,3,1.0,17.39133521410144,74.3477983073087
93.22,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,46,small bump,18,MEDIUM,,,,,No Match,,3,1.0,,0.0
91.297,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,47,foggy landscape,18,MEDIUM,,,,,No Match,,3,1.0,,0.0
94.542,,,F,no_ocr_nearby,0.0,,,,,NONE,,,False,48,all nearby points,18,MEDIUM,,,,,No Match,,3,1.0,,0.0
99.751,110.0,10.248999999999995,D,ocr_at_tnarr_partial,0.8,13.0,90.0,110.0,110.0,MEDIUM,,,True,49,nearby states,19,MEDIUM,,0.0224113019951181,0.0,0.0224113019951181,Unacceptable,0.02017017179560629,4,1.5,0.033616952992677154,119.97310643760586
102.996,,,F,low_groundability,0.0,,,,,NONE,,,False,50,top,19,LOW,,,,,No Match,,4,1.5,,0.0
104.458,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,51,much higher peak,19,MEDIUM,,,,,No Match,,4,1.5,,0.0
108.001,110.0,1.9989999999999952,D,ocr_at_tnarr_full,1.0,13.0,90.0,110.0,110.0,HIGH,,,True,52,local maximum,20,MEDIUM,,72.63813838378394,85.01500000000007,72.63813838378394,Suboptimal,72.63813838378394,5,2.0,145.27627676756788,54.72372323243212
112.545,110.0,-2.5450000000000017,A,ocr_at_tnarr_full,1.0,14.0,110.0,124.0,,HIGH,,,True,53,plateau,21,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
113.666,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,54,all nearby options,21,MEDIUM,,,,,No Match,,4,1.5,,0.0
111.264,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,55,flat area,21,MEDIUM,,,,,No Match,,4,1.5,,0.0
116.608,110.0,-6.608000000000004,A,ocr_at_tnarr_full,1.0,14.0,110.0,124.0,,HIGH,,,True,56,ridge,22,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
117.729,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,57,path,22,MEDIUM,,,,,No Match,,4,1.5,,0.0
121.653,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,58,limitations,23,MEDIUM,,,,,No Match,,3,1.0,,0.0
125.316,125.5,0.1839999999999975,D,ocr_at_tnarr_full,1.0,15.0,124.0,128.0,125.5,HIGH,,,True,59,simulated annealing,23,MEDIUM,,99.72951846226896,100.0,99.72951846226896,Optimal,99.72951846226896,3,1.0,99.72951846226896,0.2704815377310439
123.194,110.0,-13.194000000000004,A,ocr_at_tnarr_partial,0.8,14.0,110.0,124.0,,MEDIUM,,,True,60,more advanced local search methods,23,MEDIUM,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
131.141,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,61,low energy state,24,MEDIUM,,,,,No Match,,3,1.0,,0.0
128.879,,,F,low_groundability,0.0,,,,,NONE,,,False,62,way,24,LOW,,,,,No Match,,3,1.0,,0.0
127.278,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,63,algorithm,24,MEDIUM,,,,,No Match,,3,1.0,,0.0
129.119,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,64,metals,24,MEDIUM,,,,,No Match,,3,1.0,,0.0
132.682,,,F,low_groundability,0.0,,,,,NONE,,,False,65,idea,25,LOW,,,,,No Match,,5,2.0,,0.0
137.628,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,66,worse one,25,MEDIUM,,,,,No Match,,5,2.0,,0.0
135.626,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,67,better solution,25,MEDIUM,,,,,No Match,,5,2.0,,0.0
134.985,,,F,low_groundability,0.0,,,,,NONE,,,False,68,order,25,LOW,,,,,No Match,,5,2.0,,0.0
141.013,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,69,hill climbing,26,MEDIUM,,,,,No Match,,4,1.5,,0.0
138.89,137.5,-1.3899999999999864,A,ocr_at_tnarr_full,1.0,18.0,137.5,141.0,,HIGH,,,True,70,simulated annealing,26,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
143.996,,,F,low_groundability,0.0,,,,,NONE,,,False,71,solution,26,LOW,,,,,No Match,,4,1.5,,0.0
146.099,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,72,search,26,MEDIUM,,,,,No Match,,4,1.5,,0.0
143.155,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,73,moves,26,MEDIUM,,,,,No Match,,4,1.5,,0.0
148.622,154.5,5.877999999999986,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,154.5,MEDIUM,,,True,74,worse move,27,MEDIUM,,6.303464897790469,0.0,6.303464897790469,Unacceptable,5.673118408011422,5,2.0,12.606929795580937,149.91445616353528
150.765,154.5,3.7350000000000136,D,ocr_at_tnarr_full,1.0,20.0,145.5,166.5,154.5,HIGH,,,True,75,temperature,27,MEDIUM,,32.75816310012602,44.27499999999952,32.75816310012602,Disruptive,32.75816310012602,5,2.0,65.51632620025204,134.48367379974798
147.1,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,76,probability,27,MEDIUM,,,,,No Match,,5,2.0,,0.0
149.784,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,77,parameter,27,MEDIUM,,,,,No Match,,5,2.0,,0.0
157.012,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,78,local maxima,28,MEDIUM,,,,,No Match,,5,2.0,,0.0
151.886,154.5,2.6140000000000043,D,ocr_at_tnarr_full,1.0,20.0,145.5,166.5,154.5,HIGH,,,True,79,high temperatures,28,MEDIUM,,57.88918074056467,75.78999999999994,57.88918074056467,Suboptimal,57.88918074056467,5,2.0,115.77836148112934,84.22163851887066
153.208,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,80,algorithm,28,MEDIUM,,,,,No Match,,5,2.0,,0.0
155.19,154.5,-0.6899999999999977,D,ocr_at_tnarr_full,1.0,20.0,145.5,166.5,154.5,HIGH,,,True,81,bad moves,28,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
158.675,154.5,-4.175000000000011,D,ocr_at_tnarr_full,1.0,20.0,145.5,166.5,154.5,HIGH,,,True,82,temperature,29,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
164.588,164.0,-0.5879999999999939,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,164.0,MEDIUM,,,True,83,good solution,29,MEDIUM,,100.0,100.0,100.0,Optimal,90.0,5,2.0,200.0,0.0
161.1,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,84,algorithm,29,MEDIUM,,,,,No Match,,5,2.0,,0.0
160.098,,,F,low_groundability,0.0,,,,,NONE,,,False,85,time,29,LOW,,,,,No Match,,5,2.0,,0.0
170.481,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,86,almost anything,31,MEDIUM,,,,,No Match,,3,1.0,,0.0
168.296,145.5,10.0,C,ocr_backward_expired,0.8,20.0,145.5,166.5,,MEDIUM,,,False,87,temperature,31,MEDIUM,1.7959999999999925,0.033546262790251184,0.0,0.033546262790251184,Unacceptable,0.030191636511226066,3,1.0,0.033546262790251184,79.9731629897678
174.871,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,88,risky paths,31,MEDIUM,,,,,No Match,,3,1.0,,0.0
172.485,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,89,valleys,31,MEDIUM,,,,,No Match,,3,1.0,,0.0
176.434,,,F,no_ocr_nearby,0.0,,,,,NONE,,,False,90,temperature,32,MEDIUM,,,,,No Match,,3,1.0,,0.0
182.987,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,91,current state,32,MEDIUM,,,,,No Match,,3,1.0,,0.0
181.844,,,F,no_ocr_nearby,0.0,,,,,NONE,,,False,92,steps,32,MEDIUM,,,,,No Match,,3,1.0,,0.0
189.439,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,93,global maximum,33,MEDIUM,,,,,No Match,,5,2.0,,0.0
191.523,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,94,very complex landscapes,33,MEDIUM,,,,,No Match,,5,2.0,,0.0
188.297,,,F,low_groundability,0.0,,,,,NONE,,,False,95,solution,33,LOW,,,,,No Match,,5,2.0,,0.0
184.349,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,96,cooling,33,MEDIUM,,,,,No Match,,5,2.0,,0.0
186.473,192.5,6.026999999999987,B,ocr_forward_full,1.0,24.0,188.0,192.5,,HIGH,,,False,97,simulated annealing,33,MEDIUM,,5.469525495643582,0.0,5.469525495643582,Unacceptable,5.469525495643582,5,2.0,10.939050991287164,189.06094900871284
193.587,192.5,-1.086999999999989,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,98,both hill climbing,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
196.111,193.0,-3.11099999999999,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,99,examples,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
201.539,194.0,-7.538999999999987,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,194.0,HIGH,,,True,100,exact path,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
204.424,,,F,low_groundability,0.0,,,,,NONE,,,False,101,solution,34,LOW,,,,,No Match,,5,2.0,,0.0
204.885,195.0,-9.884999999999993,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,195.0,HIGH,,,True,102,itself,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
203.322,194.5,-8.822000000000003,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,194.5,HIGH,,,True,103,only the quality,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
199.316,193.5,-5.8160000000000025,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,104,optimization problems,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
196.672,193.0,-3.671999999999997,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,105,local search,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
194.889,192.5,-2.38900000000001,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,106,simulated annealing,34,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
214.961,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,107,neural networks,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
208.591,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,108,scheduling,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
210.654,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,109,traveling salesman,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
209.913,193.5,-16.41300000000001,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,110,problems,35,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
214.34,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,111,training,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
205.886,193.0,-12.885999999999996,A,ocr_at_tnarr_partial,0.8,25.0,192.5,216.0,,MEDIUM,,,True,112,other examples,35,MEDIUM,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
212.437,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,113,machine,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
213.298,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,114,algorithms,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
212.937,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,,,False,115,learning,35,MEDIUM,,,,,No Match,,3,1.0,,0.0
206.828,193.0,-13.828000000000005,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,,,True,116,local search,35,MEDIUM,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
