t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,visual_on_screen,keyword_id,keyword_text,segment_id,groundability,gemini_concept_matched,gemini_match_score,gap_since_expired,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
23.673,7.5,-16.173,A,ocr_at_tnarr_partial,0.8,2.0,7.5,31.0,,MEDIUM,True,19,case assigned class,3,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
25.295,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,20,which,3,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
23.472,7.5,-15.972,A,ocr_at_tnarr_full,1.0,2.0,7.5,31.0,,HIGH,True,21,new case assigned,3,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
27.939,7.5,-20.439,A,ocr_at_tnarr_full,1.0,2.0,7.5,31.0,,HIGH,True,22,nearest neighbors,3,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
24.874,7.5,-17.374,A,ocr_at_tnarr_partial,0.8,2.0,7.5,31.0,,MEDIUM,True,23,class representatives nearest,3,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
25.796,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,24,most representatives,3,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
32.698,31.5,-1.1980000000000004,A,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,,HIGH,True,25,knn algorithm,4,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,1,0.3,30.0,0.0
31.857,,,F,low_groundability,0.0,,,,,NONE,False,26,what,4,LOW,,,,,,,No Match,,1,0.3,,0.0
35.642,31.5,-4.142000000000003,A,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,,HIGH,True,27,neighbors helps,5,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
34.841,31.5,-3.341000000000001,A,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,,HIGH,True,28,number nearest neighbors,5,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
37.905,31.5,-6.405000000000001,A,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,,HIGH,True,29,new case,5,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
36.283,31.5,-4.783000000000001,A,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,,HIGH,True,30,helps assign label,5,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
39.987,39.0,-0.987000000000002,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,39.0,HIGH,True,31,formula value preferred,6,HIGH,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
39.226,39.0,-0.2259999999999991,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,39.0,HIGH,True,32,no particular formula,6,HIGH,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
44.533,38.5,-6.033000000000001,D,ocr_at_tnarr_partial,0.8,3.0,31.0,60.0,38.5,MEDIUM,True,33,general remember low,7,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
45.875,39.0,-6.875,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,39.0,HIGH,True,34,very low value,7,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
46.175,39.0,-7.174999999999997,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,39.0,HIGH,True,35,low value noisy,7,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
49.619,43.0,-6.619,D,ocr_at_tnarr_partial,0.8,3.0,31.0,60.0,43.0,MEDIUM,True,36,noisy suitable use,7,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
52.503,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,37,other hand,8,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
53.184,51.0,-2.183999999999997,D,ocr_at_tnarr_partial,0.8,3.0,31.0,60.0,51.0,MEDIUM,True,38,larger suppresses effects,8,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
55.166,51.0,-4.165999999999997,D,ocr_at_tnarr_partial,0.8,3.0,31.0,60.0,51.0,MEDIUM,True,39,noise makes classification,8,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
54.666,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,40,effects noise,8,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
56.228,51.0,-5.2280000000000015,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,51.0,HIGH,True,41,makes classification boundaries,8,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
57.529,51.0,-6.529000000000004,D,ocr_at_tnarr_full,1.0,3.0,31.0,60.0,51.0,HIGH,True,42,boundaries distinct,8,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
63.616,61.0,-2.616,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,43,does learn training,9,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
64.738,61.0,-3.738,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,44,training set,9,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
62.354,61.0,-1.3539999999999992,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,45,algorithm does learn,9,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
61.533,61.0,-0.5330000000000013,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,46,lazy learner algorithm,9,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
61.112,61.0,-0.1120000000000018,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,47,called lazy learner,9,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
67.362,61.0,-6.361999999999995,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,48,stores data set,10,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
66.48,61.0,-5.480000000000004,A,ocr_at_tnarr_partial,0.8,4.0,60.0,69.0,,MEDIUM,True,49,instead stores data,10,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
67.842,61.0,-6.841999999999999,A,ocr_at_tnarr_full,1.0,4.0,60.0,69.0,,HIGH,True,50,data category,11,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
69.265,69.0,-0.2650000000000005,A,ocr_at_tnarr_full,1.0,5.0,69.0,77.5,,HIGH,True,51,gets new data,11,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
69.485,69.0,-0.4849999999999994,A,ocr_at_tnarr_full,1.0,5.0,69.0,77.5,,HIGH,True,52,new data classifies,11,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
72.409,69.0,-3.409000000000006,A,ocr_at_tnarr_full,1.0,5.0,69.0,77.5,,HIGH,True,53,category similar,11,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
80.282,81.5,1.2180000000000035,E,gemini_concept_exact,0.8999999999999999,7.0,81.5,96.0,,HIGH,False,54,simple example,12,MEDIUM,s,1.0,,88.80902395839047,96.72999999999995,88.80902395839047,Suboptimal,84.36857276047094,1,0.3,26.64270718751714,3.021563531234573
78.318,81.5,3.182000000000002,E,gemini_concept_exact,0.8999999999999999,7.0,81.5,96.0,,HIGH,False,55,explain knn works,12,MEDIUM,s,1.0,,44.485365325281215,63.629999999999924,44.485365325281215,Disruptive,42.26109705901715,1,0.3,13.345609597584364,14.98895136217407
78.899,81.5,2.600999999999999,E,gemini_concept_exact,0.8999999999999999,7.0,81.5,96.0,,HIGH,False,56,knn works simple,12,MEDIUM,s,1.0,,58.20400146034185,75.98500000000001,58.20400146034185,Suboptimal,55.293801387324756,1,0.3,17.461200438102555,11.2849196057077
83.927,82.0,-1.9270000000000067,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,57,height weight,13,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
84.989,82.0,-2.9890000000000043,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,58,shirt size employees,13,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
83.126,82.0,-1.1260000000000048,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,59,data height,13,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
84.7285,82.0,-2.728499999999997,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,60,let say data,13,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
85.69,82.0,-3.6899999999999977,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,61,employees collected,13,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
87.562,82.0,-5.561999999999998,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,62,unfortunately,14,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
89.264,82.0,-7.263999999999996,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,63,wasn able indicate,14,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
88.703,82.0,-6.703000000000003,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,64,one employee,14,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
88.844,82.0,-6.843999999999994,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,65,employee wasn,14,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
90.005,82.0,-8.004999999999995,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,66,indicate shirt size,14,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
92.268,82.0,-10.268,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,67,knn let predict,15,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
93.73,82.0,-11.730000000000004,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,68,size based data,15,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
94.731,82.0,-12.730999999999996,A,ocr_at_tnarr_partial,0.8,7.0,81.5,96.0,,MEDIUM,True,69,data set,15,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,2,0.6,60.0,0.0
91.988,82.0,-9.988,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,70,using knn,15,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
93.229,82.0,-11.229,A,ocr_at_tnarr_full,1.0,7.0,81.5,96.0,,HIGH,True,71,predict size based,15,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,2,0.6,60.0,0.0
97.454,81.5,-15.953999999999994,E,gemini_concept_exact,0.8999999999999999,7.0,81.5,96.0,,HIGH,False,72,data points graph,16,HIGH,s,1.0,,1.4345576687866543e-07,0.0,1.4345576687866543e-07,Unacceptable,1.3628297853473214e-07,3,1.0,1.4345576687866543e-07,89.99999987088981
96.794,81.5,-15.293999999999995,E,gemini_concept_exact,0.8999999999999999,7.0,81.5,96.0,,HIGH,False,73,features data points,16,MEDIUM,s,1.0,,7.468924082269328e-07,0.0,7.468924082269328e-07,Unacceptable,7.095477878155862e-07,3,1.0,7.468924082269328e-07,89.99999932779681
97.4145,,,F,low_groundability,0.0,,,,,NONE,False,74,let,16,LOW,,,,,,,No Match,,3,1.0,,0.0
99.076,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,75,first feature,17,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
100.178,96.0,-4.177999999999997,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,76,weight kilograms,17,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
100.698,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,77,kilograms second feature,17,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
101.82,96.0,-5.819999999999993,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,78,second feature height,17,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
102.821,96.0,-6.820999999999998,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,79,height centimeters,17,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
99.357,96.0,-3.3569999999999998,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,80,feature weight,17,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
107.988,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,81,data points employees,18,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
115.296,96.0,-19.296000000000006,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,82,points weight,18,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
109.59,96.0,-13.590000000000003,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,83,height represent employees,18,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
116.637,96.0,-20.637,A,ocr_at_tnarr_full,1.0,8.0,96.0,126.0,,HIGH,True,84,medium size shirts,18,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
105.444,81.5,10.0,C,ocr_backward_expired,0.8,7.0,81.5,96.0,,MEDIUM,False,85,collected data,18,MEDIUM,,,9.444000000000004,0.033546262790251184,0.0,0.033546262790251184,Unacceptable,0.030191636511226066,3,1.0,0.033546262790251184,79.9731629897678
107.046,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,86,red dots,18,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
113.814,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,87,blue dots data,18,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
112.533,96.0,-16.533,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,88,shirts blue,18,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
111.853,96.0,-15.852999999999994,A,ocr_at_tnarr_full,1.0,8.0,96.0,126.0,,HIGH,True,89,small size shirts,18,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
122.783,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,90,case going predict,19,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
120.421,105.5,-14.921000000000006,D,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,105.5,MEDIUM,True,91,new case small,19,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
119.82,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,92,point new,19,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
123.764,96.0,-27.764,A,ocr_at_tnarr_partial,0.8,8.0,96.0,126.0,,MEDIUM,True,93,small or medium shirt size,19,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
119.52,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,94,data point,19,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
118.459,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,95,orange dot data,19,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
127.407,127.0,-0.4069999999999965,A,ocr_at_tnarr_full,1.0,9.0,126.0,133.5,,HIGH,True,96,step select,20,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
128.128,127.5,-0.6279999999999859,D,ocr_at_tnarr_partial,0.8,9.0,126.0,133.5,127.5,MEDIUM,True,97,select value example,20,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
133.213,,,F,low_groundability,0.0,,,,,NONE,False,98,going look,21,LOW,,,,,,,No Match,,3,1.0,,0.0
134.634,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,99,points closest new,21,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
135.515,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,100,closest new case,21,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
133.934,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,101,five data points,21,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
134.334,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,102,data points closest,21,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
140.224,138.5,-1.7239999999999895,A,ocr_at_tnarr_full,1.0,11.0,137.5,149.5,,HIGH,True,103,based distance function,22,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
138.017,138.5,0.4830000000000041,A,ocr_at_tnarr_full,1.0,11.0,137.5,149.5,,HIGH,True,104,step calculate similarity,22,MEDIUM,,,,98.15099576287183,100.0,98.15099576287183,Optimal,98.15099576287183,4,1.5,147.22649364430774,2.7735063556922555
139.524,138.5,-1.024000000000001,A,ocr_at_tnarr_full,1.0,11.0,137.5,149.5,,HIGH,True,105,similarity based,22,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
142.507,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,106,several ways,23,MEDIUM,,,,,,,No Match,,2,0.6,,0.0
142.867,138.5,-4.36699999999999,A,ocr_at_tnarr_partial,0.8,11.0,137.5,149.5,,MEDIUM,True,107,ways calculate distance,23,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,2,0.6,60.0,0.0
143.868,138.5,-5.367999999999995,A,ocr_at_tnarr_partial,0.8,11.0,137.5,149.5,,MEDIUM,True,108,distance data points,23,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,2,0.6,60.0,0.0
146.15,138.5,-7.650000000000006,A,ocr_at_tnarr_partial,0.8,11.0,137.5,149.5,,MEDIUM,True,109,familiar euclidean distance,24,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
152.957,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,110,square root x2,25,MEDIUM,,,,,,,No Match,,5,2.0,,0.0
149.253,,,F,low_groundability,0.0,,,,,NONE,False,111,example,25,LOW,,,,,,,No Match,,5,2.0,,0.0
159.223,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,112,y2 minus y1,25,MEDIUM,,,,,,,No Match,,5,2.0,,0.0
151.555,149.5,-2.055000000000007,A,ocr_at_tnarr_full,1.0,12.0,149.5,176.0,,HIGH,True,113,euclidean distance,25,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,5,2.0,200.0,0.0
150.294,149.5,-0.7940000000000111,E,gemini_concept_fuzzy,0.8538461538461538,12.0,149.5,176.0,,MEDIUM,True,114,two data points,25,MEDIUM,"likely a classification or prediction task using a distance-based algorithm like k-nearest neighbors (knn). the core idea is to calculate the ""similarity"" (or dissimilarity) between data points using a distance function.",0.846,,100.0,100.0,100.0,Optimal,92.6923076923077,5,2.0,200.0,0.0
152.056,149.5,-2.556000000000012,A,ocr_at_tnarr_partial,0.8,12.0,149.5,176.0,,MEDIUM,True,115,distance square root,25,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,5,2.0,200.0,0.0
164.588,149.5,-15.087999999999994,E,gemini_concept_fuzzy,0.8571428571428571,12.0,149.5,176.0,,MEDIUM,True,116,labeled data new,26,MEDIUM,labeled data point from a dataset. in a knn algorithm,0.857,,100.0,100.0,100.0,Optimal,92.85714285714286,4,1.5,150.0,0.0
163.748,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,117,first sample,26,MEDIUM,,,,,,,No Match,,4,1.5,,0.0
161.846,149.5,-12.346000000000004,A,ocr_at_tnarr_partial,0.8,12.0,149.5,176.0,,MEDIUM,True,118,computation distance sample,26,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
162.646,149.5,-13.145999999999988,A,ocr_at_tnarr_partial,0.8,12.0,149.5,176.0,,MEDIUM,True,119,distance sample labeled,26,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
167.608,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,120,continue finding,27,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
168.549,149.5,-19.049000000000007,A,ocr_at_tnarr_partial,0.8,12.0,149.5,176.0,,MEDIUM,True,121,distance new sample,27,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
169.811,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,122,new sample training,27,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
170.812,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,False,123,all the training cases,27,MEDIUM,,,,,,,No Match,,3,1.0,,0.0
168.069,149.5,-18.56899999999999,A,ocr_at_tnarr_partial,0.8,12.0,149.5,176.0,,MEDIUM,True,124,finding distance,27,MEDIUM,,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
176.619,,,F,low_groundability,0.0,,,,,NONE,False,125,step,28,LOW,,,,,,,No Match,,4,1.5,,0.0
178.0,176.5,-1.5,A,ocr_at_tnarr_full,1.0,13.0,176.0,191.5,,HIGH,True,126,nearest neighbors calculated,28,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
179.342,176.5,-2.842000000000013,A,ocr_at_tnarr_full,1.0,13.0,176.0,191.5,,HIGH,True,127,calculated euclidean distance,28,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
178.361,176.5,-1.86099999999999,A,ocr_at_tnarr_full,1.0,13.0,176.0,191.5,,HIGH,True,128,neighbors calculated euclidean,28,MEDIUM,,,,100.0,100.0,100.0,Optimal,100.0,4,1.5,150.0,0.0
