keyword_id,keyword_text,segment_id,t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,groundability,visual_on_screen,gemini_concept_matched,gemini_match_score,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
14,hidden layer nodes,3,13.754,4.5,-9.254,E,gemini_concept_fuzzy,0.84,2.0,4.5,21.5,,MEDIUM,HIGH,True,hidden layer (from top to bottom):,0.8,100.0,100.0,100.0,Optimal,92.0,1,0.8,80.0,0.0
15,establishing weight,4,25.951,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
16,each input layer node,4,21.485,21.5,0.0150000000000005,E,gemini_concept_fuzzy,0.85,3.0,21.5,46.5,,MEDIUM,HIGH,False,white arrows clearly illustrate the flow of information from each input node ($x_1,0.833,99.9982000161999,100.0,99.9982000161999,Optimal,92.49833501498492,1,0.8,79.99856001295993,0.0012239889840662955
17,each hidden layer node,4,21.485,21.5,0.0150000000000005,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,HIGH,False,hidden,1.0,99.9982000161999,100.0,99.9982000161999,Optimal,94.9982900153899,1,0.8,79.99856001295993,0.0012959883360701952
18,each hidden node,5,31.358,21.5,-9.858,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,MEDIUM,True,hidden,1.0,100.0,100.0,100.0,Optimal,95.0,2,0.9,90.0,0.0
19,bias value associated,5,29.676,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
20,value associated hidden,5,30.037,21.5,-8.536999999999999,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,MEDIUM,True,hidden,1.0,100.0,100.0,100.0,Optimal,95.0,2,0.9,90.0,0.0
21,number nodes,6,34.463,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
22,determined specific,6,36.325,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
23,specific problem experimentation,6,37.473,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
24,each hidden layer,6,35.184,21.5,-13.683999999999996,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,HIGH,True,hidden,1.0,100.0,100.0,100.0,Optimal,95.0,4,1.1,110.00000000000001,0.0
25,how many hidden layers,6,33.261,21.5,-11.761000000000005,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,MEDIUM,True,hidden,1.0,100.0,100.0,100.0,Optimal,95.0,4,1.1,110.00000000000001,0.0
26,layers number,6,33.882,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
27,hidden layer determined,6,33.622,21.5,-12.122,E,gemini_concept_exact,0.8999999999999999,3.0,21.5,46.5,,HIGH,HIGH,True,hidden,1.0,100.0,100.0,100.0,Optimal,95.0,4,1.1,110.00000000000001,0.0
28,output layer,7,41.217,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,HIGH,False,,,,,,No Match,,4,1.1,,0.0
29,nodes exist output,7,40.116,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
30,one or more nodes,7,39.696,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
31,case,8,42.378,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,5,1.2,,0.0
32,hold final prediction,9,44.0,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
33,zoom output node,10,45.782,50.5,4.718000000000004,E,gemini_concept_fuzzy,0.8444444444444443,5.0,50.5,58.5,,MEDIUM,MEDIUM,False,central output node on the right.,0.815,16.85097074280832,9.869999999999848,16.85097074280832,Disruptive,15.54033968503434,2,0.9,15.16587366852749,63.19326223546566
34,let zoom,10,46.392,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
35,prediction categorize light,11,48.044,50.5,2.456000000000003,D,ocr_at_tnarr_partial,0.8,4.0,46.5,50.5,50.5,MEDIUM,MEDIUM,True,,,61.72044923023085,78.15999999999995,61.72044923023085,Suboptimal,55.54840430720776,3,1.0,61.72044923023085,30.623640615815322
36,equal categorize dark,12,53.009,52.5,-0.5090000000000003,D,ocr_at_tnarr_partial,0.8,5.0,50.5,58.5,52.5,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
37,greater equal,12,52.368,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
38,multiplication and addition operations,13,56.973,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
39,each node,13,59.135,58.5,-0.634999999999998,E,gemini_concept_exact,0.8999999999999999,6.0,58.5,62.5,,HIGH,MEDIUM,True,each node in this layer receives connections (white arrows) from all three input nodes (`x1`,1.0,100.0,100.0,100.0,Optimal,95.0,5,1.2,120.0,0.0
40,activation functions,13,60.857,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
41,node apply activation,13,59.395,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
42,top,13,56.552,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,5,1.2,,0.0
43,greenish background color,14,64.2,64.5,0.2999999999999971,D,ocr_at_tnarr_partial,0.8,7.0,62.5,75.0,64.5,MEDIUM,MEDIUM,True,,,99.28258579038135,100.0,99.28258579038135,Optimal,89.35432721134322,3,1.0,99.28258579038135,0.5739313676949224
44,three rgb values,14,67.551,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
45,rgb values divide,14,67.851,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
46,which,14,68.833,62.5,-6.332999999999998,E,gemini_concept_exact,0.8999999999999999,7.0,62.5,75.0,,HIGH,MEDIUM,True,which is a common activation function defined as `max(0,1.0,100.0,100.0,100.0,Optimal,95.0,3,1.0,100.0,0.0
47,255 linearly scaled,14,69.814,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
48,color neural,14,65.001,64.5,-0.5010000000000048,D,ocr_at_tnarr_partial,0.8,7.0,62.5,75.0,64.5,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
49,neural network break,14,65.701,58.5,-7.200999999999993,E,gemini_concept_fuzzy,0.8470588235294118,6.0,58.5,62.5,,MEDIUM,HIGH,False,this image displays a diagram of a simple feedforward neural network architecture on a black background.,0.824,1.5790416399073797,0.0,1.5790416399073797,Unacceptable,1.458291396855639,3,1.0,1.5790416399073797,83.36834119913728
50,network make prediction,15,75.263,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,HIGH,False,,,,,,No Match,,4,1.1,,0.0
51,prediction light dark,15,76.104,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
52,pass color neural,15,73.941,64.5,-9.441000000000004,D,ocr_at_tnarr_partial,0.8,7.0,62.5,75.0,64.5,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.1,110.00000000000001,0.0
53,neural network,15,75.002,62.5,-12.501999999999995,E,gemini_concept_exact,0.8999999999999999,7.0,62.5,75.0,,HIGH,HIGH,False,this image illustrates a simple feedforward neural network,1.0,0.00037117751451362836,0.0,0.00037117751451362836,Unacceptable,0.0003526186387879469,4,1.1,0.0004082952659649912,98.99963253426063
54,dark font,15,77.206,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
55,pass input,16,78.468,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
56,first three input values,16,79.329,80.0,0.6710000000000065,E,gemini_concept_fuzzy,0.8571428571428571,9.0,80.0,107.5,,MEDIUM,MEDIUM,False,enclosed within a dashed orange rectangular box. this layer consists of three circular nodes. each node contains a linear combination of the input values (or variables `x1,0.857,96.46216953975501,100.0,96.46216953975501,Optimal,89.57201457262966,2,0.9,86.81595258577951,2.729183497903278
57,first hidden node,16,79.329,75.0,-4.3289999999999935,E,gemini_concept_fuzzy,0.8482758620689654,8.0,75.0,80.0,,MEDIUM,MEDIUM,True,pointing towards the first hidden layer. the labels on these arrows (0.0,0.828,100.0,100.0,100.0,Optimal,92.41379310344827,2,0.9,90.0,0.0
58,"x1, x2",16,83.576,75.0,-8.575999999999993,E,gemini_concept_exact,0.8999999999999999,8.0,75.0,80.0,,HIGH,MEDIUM,False,x2,1.0,0.27841237696749277,0.0,0.27841237696749277,Unacceptable,0.2644917581191181,2,0.9,0.2505711392707435,80.77448597465632
59,substitute x1,16,82.915,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
60,hidden node substitute,16,81.232,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
61,x2 x3 values,16,81.73349999999999,75.0,-6.733499999999992,E,gemini_concept_exact,0.8999999999999999,8.0,75.0,80.0,,HIGH,MEDIUM,False,x2,1.0,2.6590486434656038,0.0,2.6590486434656038,Unacceptable,2.5260962112923235,2,0.9,2.3931437791190433,78.84617059879285
62,three weights,17,87.623,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
63,weights showed earlier,17,87.903,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
64,pre-labeled background colors,18,97.09,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
65,stochastic gradient descent,18,91.188,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
66,samples pre,18,96.369,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
67,weights fitted,18,89.606,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
68,using stochastic gradient,18,90.627,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
69,optimization techniques thousands,18,93.031,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
70,other optimization techniques,18,92.731,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
71,bias value,19,100.855,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
72,process calculate bias,19,99.113,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
73,addition,20,104.159,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
74,finally perform multiplication,20,102.216,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
75,need output,22,105.941,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
76,output pass relu,22,106.621,80.0,-26.620999999999995,A,ocr_at_tnarr_partial,0.8,9.0,80.0,107.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.1,110.00000000000001,0.0
77,pass relu function,22,107.442,80.0,-27.441999999999997,A,ocr_at_tnarr_partial,0.8,9.0,80.0,107.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.1,110.00000000000001,0.0
78,simply takes negative,23,110.126,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
79,takes negative values,23,110.446,107.5,-2.945999999999998,E,gemini_concept_fuzzy,0.8285714285714285,10.0,107.5,115.5,,MEDIUM,MEDIUM,True,for negative x-values,0.762,100.0,100.0,100.0,Optimal,91.42857142857143,5,1.2,120.0,0.0
80,turns zero,23,111.708,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
81,function simply,23,109.545,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
82,relu function,23,109.245,107.5,-1.7450000000000043,A,ocr_at_tnarr_partial,0.8,10.0,107.5,115.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,5,1.2,120.0,0.0
83,just leaves value,24,113.89,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
84,positive just leaves,24,113.169,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
85,repeat process hidden,25,115.512,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
86,every other hidden node,25,116.693,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
87,values given,26,119.737,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
88,pass forward,26,118.235,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
89,forward scaled rgb,26,118.476,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
90,given background color,26,120.458,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
91,scaled rgb values,26,118.896,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.1,,0.0
92,unique respective weights,27,123.665,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
93,weights given hidden,27,124.567,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
94,each input node,27,127.752,120.0,-7.751999999999995,E,gemini_concept_exact,0.8999999999999999,12.0,120.0,138.5,,HIGH,MEDIUM,True,**middle neuron:** shows the explicit calculation for its pre-activation sum: **(4.29)(0.0) + (8.36)(0.77) + (1.37)(0.43) + b2**. white arrows connect each input node (0.0,1.0,100.0,100.0,100.0,Optimal,95.0,3,1.0,100.0,0.0
95,multiplied unique respective,27,122.924,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
96,hidden node associated,27,126.27,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
97,pass activation function,28,131.578,120.0,-11.578000000000005,E,gemini_concept_fuzzy,0.8651162790697674,12.0,120.0,138.5,,MEDIUM,MEDIUM,True,"the text ""**relu**"" (in orange) is shown next to a graph of the rectified linear unit activation function. this function outputs 0 for negative inputs and the input value itself for positive inputs",0.884,100.0,100.0,100.0,Optimal,93.25581395348837,1,0.8,80.0,0.0
98,add bias value,28,129.815,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
99,value pass,28,130.517,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
100,negative values coming,29,140.934,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
101,relu doing negative,29,138.69,145.0,6.310000000000002,D,ocr_at_tnarr_partial,0.8,13.0,138.5,145.0,145.0,MEDIUM,MEDIUM,True,,,4.13663305820535,0.0,4.13663305820535,Unacceptable,3.722969752384815,2,0.9,3.722969752384815,69.02162419809216
102,particular color,29,137.027,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
103,anything,29,139.531,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
104,color relu doing,29,137.468,120.0,-17.46799999999999,A,ocr_at_tnarr_partial,0.8,12.0,120.0,138.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,2,0.9,90.0,0.0
105,hidden nodes okay,29,143.137,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
106,no negative values,29,140.573,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
107,zero,30,148.646,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,2,0.9,,0.0
108,other colors,30,144.98,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
109,colors outputting negative,30,145.161,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
110,negative value,30,147.204,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
111,activation function use,31,153.779,145.0,-8.778999999999996,E,gemini_concept_fuzzy,0.8714285714285714,14.0,145.0,170.5,,HIGH,MEDIUM,True,indicating that this activation function is applied to the outputs of these neurons.,0.905,100.0,100.0,100.0,Optimal,93.57142857142857,2,0.9,90.0,0.0
112,which activation,31,153.559,145.0,-8.558999999999997,E,gemini_concept_fuzzy,0.8307692307692307,14.0,145.0,170.5,,MEDIUM,MEDIUM,True,indicating that this activation function is applied to the outputs of these neurons.,0.769,100.0,100.0,100.0,Optimal,91.53846153846153,2,0.9,90.0,0.0
113,function use relu,31,154.36,145.0,-9.360000000000014,A,ocr_at_tnarr_partial,0.8,14.0,145.0,170.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,2,0.9,90.0,0.0
114,common hidden layers,31,155.762,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
115,relu common hidden,31,155.301,145.0,-10.300999999999988,A,ocr_at_tnarr_partial,0.8,14.0,145.0,170.5,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,2,0.9,90.0,0.0
116,handful activation functions,32,157.905,145.0,-12.905,E,gemini_concept_fuzzy,0.85,14.0,145.0,170.5,,MEDIUM,MEDIUM,True,and activation functions across different layers. the black background makes the colorful nodes and white text stand out clearly.,0.833,100.0,100.0,100.0,Optimal,92.5,3,1.0,100.0,0.0
117,functions choose,32,158.967,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
118,others,32,162.072,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
119,appropriate output layers,32,160.57,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
120,choose appropriate hidden,32,159.448,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
121,hidden layers,32,161.13,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
122,layers productive,33,167.12,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
123,necessary make,33,165.858,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
124,activation functions necessary,33,164.756,145.0,-19.756,E,gemini_concept_fuzzy,0.84,14.0,145.0,170.5,,MEDIUM,MEDIUM,True,and activation functions across different layers. the black background makes the colorful nodes and white text stand out clearly.,0.8,100.0,100.0,100.0,Optimal,92.0,2,0.9,90.0,0.0
125,separate features scale,34,168.342,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
126,features scale outputs,34,168.823,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,1,0.8,,0.0
127,completed hidden,35,177.696,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
128,layer let look,35,178.417,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,HIGH,False,,,,,,No Match,,5,1.2,,0.0
129,hidden layer,35,178.137,179.5,1.3629999999999995,E,gemini_concept_exact,0.8999999999999999,17.0,179.5,190.5,,HIGH,HIGH,False,2.  **hidden layer (middle):,1.0,86.18952632939943,94.555,86.18952632939943,Suboptimal,81.88005001292946,5,1.2,103.42743159527932,14.915311564248617
130,prediction output layer,35,179.639,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,HIGH,False,,,,,,No Match,,5,1.2,,0.0
131,values hidden nodes,36,185.33,179.5,-5.8300000000000125,E,gemini_concept_fuzzy,0.84375,17.0,179.5,190.5,,MEDIUM,MEDIUM,True,this expression represents the weighted sum of the *pre-activation* values from the hidden layer (where `x_1,0.812,100.0,100.0,100.0,Optimal,92.1875,3,1.0,100.0,0.0
132,propagated output node,36,188.234,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
133,three incoming values,36,184.348,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
134,node input variables,36,189.996,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
135,establish,36,182.926,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
136,going substitute,37,192.76,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,5,1.2,,0.0
137,going unique,38,195.564,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
138,node substitute,38,197.868,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
139,unique weights,38,196.105,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,2,0.9,,0.0
140,hidden and output node,38,197.106,179.5,-17.605999999999995,E,gemini_concept_exact,0.8999999999999999,17.0,179.5,190.5,,HIGH,MEDIUM,False,and 0.812 on the arrows leading to the output node are the *activated* outputs of the hidden layer neurons.,1.0,1.7001851262621806e-09,0.0,1.7001851262621806e-09,Unacceptable,1.6151758699490715e-09,2,0.9,1.5301666136359626e-09,80.99999999862284
141,bias value unique,39,204.677,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
142,operation add bias,39,203.295,190.5,-12.794999999999987,E,gemini_concept_exact,0.8999999999999999,18.0,190.5,198.5,,HIGH,MEDIUM,False,bias,1.0,0.00020514534828965854,0.0,0.00020514534828965854,Unacceptable,0.0001948880808751756,3,1.0,0.00020514534828965854,89.99981536918654
143,raw output,39,208.022,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
144,unique node raw,39,205.538,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
145,addition and multiplication operation,39,201.793,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
146,pass,40,209.564,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,1,0.8,,0.0
