keyword_id,keyword_text,segment_id,t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,groundability,visual_on_screen,gemini_concept_matched,gemini_match_score,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
10,channel limited,1,50.455,27.5,-22.955,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,96.54541365161063,96.54541365161063,96.54541365161063,Optimal,96.54541365161063,3,1.0,96.54541365161063,3.4545863483893697
11,limited capacity,1,51.416,27.5,-23.916,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,95.67971064361998,95.67971064361998,95.67971064361998,Optimal,95.67971064361998,3,1.0,95.67971064361998,4.320289356380016
12,theory based,1,46.229,27.5,-18.729,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,99.23045180136498,99.23045180136498,99.23045180136498,Optimal,89.30740662122848,3,1.0,99.23045180136498,0.6156385589080173
13,three key principles,1,47.751,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
14,words pictures,2,59.267,27.5,-31.767000000000003,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,85.54012644440864,85.54012644440864,85.54012644440864,Optimal,85.54012644440864,3,1.0,85.54012644440864,14.459873555591358
15,multimedia presentation,2,56.323,27.5,-28.823,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,89.9287082103426,89.9287082103426,89.9287082103426,Optimal,89.9287082103426,3,1.0,89.9287082103426,10.071291789657394
16,learning starts multimedia,2,54.881,27.5,-27.381,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,91.83647418468338,91.83647418468338,91.83647418468338,Optimal,82.65282676621504,3,1.0,91.83647418468338,6.530820652253294
17,presentation combining words,2,57.004,27.5,-29.504,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,88.97008388473913,88.97008388473913,88.97008388473913,Optimal,80.07307549626522,3,1.0,88.97008388473913,8.8239328922087
18,auditory information,3,68.936,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
19,visual and ears,3,66.433,27.5,-38.93300000000001,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,72.74457688710461,72.74457688710461,72.74457688710461,Suboptimal,65.47011919839416,3,1.0,72.74457688710461,21.80433849031631
20,ears auditory,3,67.854,27.5,-40.354,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,69.96849088055555,69.96849088055555,69.96849088055555,Suboptimal,62.971641792499994,3,1.0,69.96849088055555,24.02520729555556
21,inputs processed sensors,3,62.308,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
22,eyes visual ears,3,65.632,27.5,-38.132000000000005,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,74.28420045082063,74.28420045082063,74.28420045082063,Suboptimal,66.85578040573857,3,1.0,74.28420045082063,20.572639639343492
23,sensors eyes,3,64.25,27.5,-36.75,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,76.88860499307918,76.88860499307918,76.88860499307918,Suboptimal,69.19974449377126,3,1.0,76.88860499307918,18.489116005536655
24,dual channel assumption,4,71.759,27.5,-44.259,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,62.150890182774766,62.150890182774766,62.150890182774766,Suboptimal,55.93580116449729,3,1.0,62.150890182774766,30.27928785378019
25,two distinct channels,4,73.782,27.5,-46.282,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,58.06271873298658,58.06271873298658,58.06271873298658,Disruptive,52.25644685968793,3,1.0,58.06271873298658,33.549825013610736
26,visual and auditory input,4,75.464,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
27,distinct channels visual,4,74.142,27.5,-46.642,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,57.336589708049836,57.336589708049836,57.336589708049836,Disruptive,51.602930737244854,3,1.0,57.336589708049836,34.130728233560134
28,pictures relevant material,5,82.493,27.5,-54.993,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,41.12402008116743,41.12402008116743,41.12402008116743,Disruptive,37.01161807305069,3,1.0,41.12402008116743,47.10078393506606
29,learners actively select,5,78.968,27.5,-51.468,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,47.7666886308395,47.7666886308395,47.7666886308395,Disruptive,42.99001976775555,3,1.0,47.7666886308395,41.78664909532841
30,focusing key sounds,5,85.176,27.5,-57.676,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,36.35637779567668,36.35637779567668,36.35637779567668,Unacceptable,32.72074001610901,3,1.0,36.35637779567668,50.91489776345866
31,material focusing,5,84.195,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
32,sounds images,5,86.738,27.5,-59.238,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,33.71516061195169,33.71516061195169,33.71516061195169,Unacceptable,33.71516061195169,3,1.0,33.71516061195169,66.28483938804831
33,words,5,81.632,27.5,-54.132000000000005,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,42.71031695783981,42.71031695783981,42.71031695783981,Disruptive,42.71031695783981,3,1.0,42.71031695783981,57.28968304216019
34,ensures meaningful content,6,90.382,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
35,meaningful content retained,6,91.741,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
36,only meaningful content,6,91.24,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
37,coherent mental representations,7,100.091,27.5,-72.591,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,15.840122833368964,15.840122833368964,15.840122833368964,Unacceptable,14.256110550032068,3,1.0,15.840122833368964,67.32790173330483
38,learners organize words,7,95.926,27.5,-68.426,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,20.47955648161915,20.47955648161915,20.47955648161915,Unacceptable,18.431600833457235,3,1.0,20.47955648161915,63.61635481470469
39,selection learners organize,7,94.804,27.5,-67.304,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,21.874731920357274,21.874731920357274,21.874731920357274,Unacceptable,19.687258728321545,3,1.0,21.874731920357274,62.50021446371418
40,organize words pictures,7,96.446,27.5,-68.946,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,19.85406090860285,19.85406090860285,19.85406090860285,Unacceptable,19.85406090860285,3,1.0,19.85406090860285,80.14593909139715
41,words pictures coherent,7,97.888,27.5,-70.388,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,18.189052166275324,18.189052166275324,18.189052166275324,Unacceptable,16.370146949647793,3,1.0,18.189052166275324,65.44875826697974
42,pictorial model,8,109.102,27.5,-81.602,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,8.506428602062117,8.506428602062117,8.506428602062117,Unacceptable,8.506428602062117,3,1.0,8.506428602062117,91.49357139793788
43,verbal model selected,8,104.577,27.5,-77.077,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,11.755331614487194,11.755331614487194,11.755331614487194,Unacceptable,11.755331614487194,3,1.0,11.755331614487194,88.24466838551281
44,selected pictures form,8,102.514,27.5,-75.014,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,13.520901451053168,13.520901451053168,13.520901451053168,Unacceptable,12.168811305947852,3,1.0,13.520901451053168,69.18327883915747
45,words form verbal,8,103.115,27.5,-75.615,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,12.987145505346728,12.987145505346728,12.987145505346728,Unacceptable,11.688430954812056,3,1.0,12.987145505346728,69.61028359572262
46,selected words,8,102.514,27.5,-75.014,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,13.520901451053168,13.520901451053168,13.520901451053168,Unacceptable,13.520901451053168,3,1.0,13.520901451053168,86.47909854894684
47,structures information way,9,111.846,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
48,makes sense learner,9,114.248,27.5,-86.748,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,5.727590327067622,5.727590327067622,5.727590327067622,Unacceptable,5.15483129436086,3,1.0,5.727590327067622,75.41792773834591
49,step structures information,9,111.145,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
50,way makes sense,9,113.447,27.5,-85.947,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,6.103083779054286,6.103083779054286,6.103083779054286,Unacceptable,5.492775401148857,3,1.0,6.103083779054286,75.11753297675658
51,information way makes,9,112.506,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
52,limited capacity principle,10,117.633,27.5,-90.133,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,4.3452227595874895,4.3452227595874895,4.3452227595874895,Unacceptable,3.9107004836287405,3,1.0,4.3452227595874895,76.52382179233001
53,capacity principle crucial,10,118.113,27.5,-90.613,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,4.174013705118562,4.174013705118562,4.174013705118562,Unacceptable,3.756612334606706,3,1.0,4.174013705118562,76.66078903590515
54,limited space,11,122.677,27.5,-95.177,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,2.8119097872871057,2.8119097872871057,2.8119097872871057,Unacceptable,2.530718808558395,3,1.0,2.8119097872871057,77.75047217017033
55,space information overwhelm,11,123.138,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
56,information overwhelm learners,11,124.7,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
57,so too much information,11,123.999,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
58,working memory limited,11,121.216,27.5,-93.716,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,3.1989801112341927,3.1989801112341927,3.1989801112341927,Unacceptable,3.1989801112341927,3,1.0,3.1989801112341927,96.80101988876581
59,presentations focus essential,12,128.905,27.5,-101.405,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,1.5801032169666065,1.5801032169666065,1.5801032169666065,Unacceptable,1.4220928952699459,3,1.0,1.5801032169666065,78.73591742642672
60,avoid unnecessary material,12,133.07,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
61,multimedia presentations focus,12,128.284,27.5,-100.784,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,1.6768136860213507,1.6768136860213507,1.6768136860213507,Unacceptable,1.5091323174192157,3,1.0,1.6768136860213507,78.65854905118293
62,essential content,12,131.368,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
63,learners integrate organized,13,136.774,27.5,-109.274,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.7172160279378393,0.7172160279378393,0.7172160279378393,Unacceptable,0.6454944251440554,3,1.0,0.7172160279378393,79.42622717764974
64,long-term memory,13,145.845,27.5,-118.345,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.26493569012145707,0.26493569012145707,0.26493569012145707,Unacceptable,0.23844212110931137,3,1.0,0.26493569012145707,79.78805144790283
65,organized verbal and pictorial models,13,139.137,27.5,-111.637,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.5582201234610668,0.5582201234610668,0.5582201234610668,Unacceptable,0.5023981111149601,3,1.0,0.5582201234610668,79.55342390123116
66,long term memory,13,145.845,27.5,-118.345,A,ocr_at_tnarr_full,1.0,5.0,27.5,169.5,,HIGH,MEDIUM,True,,,0.26493569012145707,0.26493569012145707,0.26493569012145707,Unacceptable,0.26493569012145707,3,1.0,0.26493569012145707,99.73506430987854
67,prior knowledge stored,13,143.182,29.0,-114.182,D,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,29.0,MEDIUM,MEDIUM,True,,,0.42321785188521066,0.42321785188521066,0.42321785188521066,Unacceptable,0.38089606669668963,3,1.0,0.42321785188521066,79.66142571849184
68,existing knowledge,14,152.558,29.0,-123.558,D,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,29.0,MEDIUM,MEDIUM,True,,,0.143422165158639,0.143422165158639,0.143422165158639,Unacceptable,0.1290799486427751,3,1.0,0.143422165158639,79.88526226787309
69,deeper understanding,14,156.245,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
70,new information existing,14,150.254,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
71,connects new information,14,149.392,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
72,knowledge opted creating,14,153.139,29.0,-124.139,D,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,29.0,MEDIUM,MEDIUM,True,,,0.13369013958397163,0.13369013958397163,0.13369013958397163,Unacceptable,0.12032112562557447,3,1.0,0.13369013958397163,79.89304788833283
73,active processing connects,14,148.228,32.0,-116.228,D,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,32.0,MEDIUM,MEDIUM,True,,,0.337001606054493,0.337001606054493,0.337001606054493,Unacceptable,0.3033014454490437,3,1.0,0.337001606054493,79.73039871515641
74,engaging channels managing,15,158.129,27.5,-130.629,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.059448549249449416,0.059448549249449416,0.059448549249449416,Unacceptable,0.053503694324504476,3,1.0,0.059448549249449416,79.95244116060044
75,encouraging active processing,15,162.196,32.0,-130.196,D,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,32.0,MEDIUM,MEDIUM,True,,,0.06284286825234282,0.06284286825234282,0.06284286825234282,Unacceptable,0.05655858142710854,3,1.0,0.06284286825234282,79.94972570539812
76,outcomes significantly enhanced,15,164.961,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
77,cognitive load encouraging,15,160.633,27.5,-133.133,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.04294508920529563,0.04294508920529563,0.04294508920529563,Unacceptable,0.03865058028476607,3,1.0,0.04294508920529563,79.96564392863577
78,processing learning outcomes,15,163.378,27.5,-135.878,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.029827492323800043,0.029827492323800043,0.029827492323800043,Unacceptable,0.02684474309142004,3,1.0,0.029827492323800043,79.97613800614096
79,both channels,15,158.71,27.5,-131.21,A,ocr_at_tnarr_partial,0.8,5.0,27.5,169.5,,MEDIUM,MEDIUM,True,,,0.05516224449629518,0.05516224449629518,0.05516224449629518,Unacceptable,0.04964602004666566,3,1.0,0.05516224449629518,79.95587020440297
