keyword_id,keyword_text,segment_id,t_narr,t_vis,delta_t,match_case,match_method,alpha,scene_id,scene_t_start,scene_t_end,sub_scene_onset,confidence,groundability,visual_on_screen,gemini_concept_matched,gemini_match_score,S_gaussian,S_piecewise,S_temporal,zone,S_floored,importance,importance_weight,S_weighted,priority
36,measures good state,6,47.971,39.0,-8.970999999999997,D,ocr_at_tnarr_partial,0.8,7.0,37.0,54.5,39.0,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
37,move,7,50.334,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
38,leads improvement accept,7,50.694,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
39,improvement accept continue,7,51.255,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
40,efficient problems,8,55.361,54.5,-0.8609999999999971,A,ocr_at_tnarr_full,1.0,8.0,54.5,60.5,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
41,makes local,8,54.32,37.0,-17.32,A,ocr_at_tnarr_full,1.0,7.0,37.0,54.5,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
42,optimal,8,60.189,54.5,-5.689,A,ocr_at_tnarr_full,1.0,8.0,54.5,60.5,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
43,finding solution important,8,56.563,54.5,-2.0630000000000024,A,ocr_at_tnarr_full,1.0,8.0,54.5,60.5,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
44,local search efficient,8,54.56,54.5,-0.0600000000000022,A,ocr_at_tnarr_full,1.0,8.0,54.5,60.5,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
45,let start hill,9,62.0215,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
46,start hill climbing,9,61.631,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
47,simplest local search methods,10,63.834,64.0,0.1659999999999968,D,ocr_at_tnarr_full,1.0,9.0,60.5,64.0,64.0,HIGH,MEDIUM,True,,,99.77979480814886,100.0,99.77979480814886,Optimal,99.77979480814886,3,1.0,99.77979480814886,0.22020519185113585
48,initial solution look,11,67.68,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
49,idea start,11,66.118,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
50,look neighboring solutions,11,69.323,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
51,neighbors better current,12,72.107,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
52,new state,12,74.991,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
53,better current state,12,72.788,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
54,repeating process,13,76.513,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
55,moving better neighbor,14,78.657,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
56,neighbor improvement,14,79.598,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
57,point stop,15,83.064,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
58,climbing major limitation,16,85.969,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
59,hill climbing major,16,85.748,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
60,stuck,17,88.813,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
61,imagine climbing hill,18,89.735,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
62,highest point,18,96.826,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
63,nearby points highest,18,94.903,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
64,all nearby points,18,94.542,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
65,landscape reach small,18,91.678,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
66,small bump higher,18,93.22,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
67,hill foggy landscape,18,90.676,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
68,much higher peak,19,104.458,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
69,climbing thinking,19,101.233,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
70,nearby states,19,99.751,110.0,10.248999999999995,D,ocr_at_tnarr_partial,0.8,13.0,90.0,110.0,110.0,MEDIUM,MEDIUM,True,,,0.0224113019951181,0.0,0.0224113019951181,Unacceptable,0.02017017179560629,4,1.5,0.033616952992677154,119.97310643760586
71,peak farther away,19,105.118,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
72,reached higher,19,102.635,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
73,states stop climbing,19,100.131,110.0,9.869,D,ocr_at_tnarr_partial,0.8,13.0,90.0,110.0,110.0,MEDIUM,MEDIUM,True,,,0.04131198224848514,0.0,0.04131198224848514,Unacceptable,0.03718078402363663,4,1.5,0.061967973372727705,119.95042562130182
74,getting stuck local,20,107.12,110.0,2.8799999999999955,D,ocr_at_tnarr_partial,0.8,13.0,90.0,110.0,110.0,MEDIUM,MEDIUM,True,,,51.50187351747526,71.80000000000007,51.50187351747526,Suboptimal,46.351686165727735,4,1.5,77.2528102762129,58.19775177902969
75,stuck local maximum,20,107.4,110.0,2.5999999999999943,D,ocr_at_tnarr_partial,0.8,13.0,90.0,110.0,110.0,MEDIUM,MEDIUM,True,,,58.228224020181464,76.00000000000009,58.228224020181464,Suboptimal,52.40540161816332,4,1.5,87.3423360302722,50.12613117578225
76,called getting stuck,20,106.86,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
77,options equally good,21,114.346,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
78,all nearby options,21,113.666,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
79,similarly stuck flat,21,109.362,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
80,flat area called,21,111.264,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
81,plateau nearby,21,112.545,110.0,-2.5450000000000017,A,ocr_at_tnarr_partial,0.8,14.0,110.0,124.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
82,path upward narrow,22,117.729,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
83,upward narrow hard,22,118.17,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
84,ridge path upward,22,116.608,110.0,-6.608000000000004,A,ocr_at_tnarr_partial,0.8,14.0,110.0,124.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
85,narrow hard follow,22,118.63,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
86,like simulated annealing,23,125.116,125.5,0.3840000000000003,D,ocr_at_tnarr_partial,0.8,15.0,124.0,128.0,125.5,MEDIUM,MEDIUM,True,,,98.82728256814785,100.0,98.82728256814785,Optimal,88.94455431133306,4,1.5,148.24092385222178,1.407260918222579
87,limitations use advanced,23,121.653,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
88,more advanced local search methods,23,123.194,110.0,-13.194000000000004,A,ocr_at_tnarr_partial,0.8,14.0,110.0,124.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
89,algorithm inspired way,24,127.278,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
90,metals cool,24,129.119,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
91,settle low,24,130.3,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
92,inspired way metals,24,127.998,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
93,low energy state,24,131.141,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
94,worse one,25,137.628,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
95,idea,25,132.682,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
96,better solution,25,135.626,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
97,solution accept worse,25,135.846,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
98,order,25,134.985,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
99,accept worse temporarily,25,137.088,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
100,like hill climbing,26,140.852,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
101,moves make solution,26,143.155,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
102,make solution worse,26,143.696,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
103,worse especially early,26,144.457,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
104,simulated annealing starts,26,138.89,137.5,-1.3899999999999864,A,ocr_at_tnarr_partial,0.8,18.0,137.5,141.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
105,search,26,146.099,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
106,probability accepting worse,27,147.1,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
107,worse move,27,148.622,154.5,5.877999999999986,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,154.5,MEDIUM,MEDIUM,True,,,6.303464897790469,0.0,6.303464897790469,Unacceptable,5.673118408011422,3,1.0,6.303464897790469,74.95722808176764
108,worse depends parameter,27,148.622,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
109,parameter called temperature,27,149.784,152.5,2.716000000000008,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,152.5,MEDIUM,MEDIUM,True,,,55.4253852320094,74.25999999999988,55.4253852320094,Suboptimal,49.88284670880846,3,1.0,55.4253852320094,35.65969181439248
110,bad moves helping,28,155.19,154.5,-0.6899999999999977,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,154.5,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
111,likely accept,28,154.229,154.5,0.2709999999999866,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,154.5,MEDIUM,MEDIUM,True,,,99.41419457057478,100.0,99.41419457057478,Optimal,89.4727751135173,4,1.5,149.12129185586218,0.7029665153102655
112,high temperatures algorithm,28,151.886,152.5,0.6140000000000043,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,152.5,MEDIUM,MEDIUM,True,,,97.0290585177118,100.0,97.0290585177118,Optimal,87.32615266594063,4,1.5,145.5435877765677,3.5651297787458365
113,escape local maxima,28,156.652,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
114,selective eventually settling,29,162.283,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
115,good solution,29,164.588,164.0,-0.5879999999999939,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,164.0,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
116,temperature decreases time,29,158.675,152.5,-6.175000000000011,D,ocr_at_tnarr_partial,0.8,20.0,145.5,166.5,152.5,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,4,1.5,150.0,0.0
117,algorithm selective eventually,29,161.1,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
118,think like,30,165.67,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
119,risky paths,31,174.871,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
120,almost anything,31,170.481,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
121,jump,31,171.904,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,4,1.5,,0.0
122,wander explore risky,31,173.267,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
123,temperature high willing,31,168.296,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
124,valleys wander explore,31,172.485,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
125,temperature cools,32,176.434,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
126,steps improve,32,181.844,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
127,current state,32,182.987,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
128,cools careful conservative,32,176.875,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
129,conservative focusing steps,32,179.58,,,F,no_ocr_nearby,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
130,annealing solution close,33,186.974,192.5,5.5260000000000105,B,ocr_forward_partial,0.8,24.0,188.0,192.5,,MEDIUM,MEDIUM,False,,,8.69054893605375,0.0,8.69054893605375,Unacceptable,7.821494042448375,4,1.5,13.035823404080624,109.57134127673551
131,very complex landscapes,33,191.523,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
132,global maximum,33,189.439,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
133,slowly simulated annealing,33,185.211,192.5,7.288999999999987,B,ocr_forward_partial,0.8,24.0,188.0,192.5,,MEDIUM,MEDIUM,False,,,1.4259075753736277,0.0,1.4259075753736277,Unacceptable,1.2833168178362648,4,1.5,2.1388613630604416,118.28891090955165
134,cooling slowly,33,184.349,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,4,1.5,,0.0
135,optimization problems,34,199.316,193.5,-5.8160000000000025,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
136,both hill climbing,34,193.587,192.5,-1.086999999999989,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
137,problems don care,34,199.977,192.5,-7.477000000000004,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
138,only the quality,34,203.322,194.5,-8.822000000000003,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,194.5,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
139,especially useful,34,198.154,193.0,-5.153999999999996,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
140,annealing examples local,34,195.49,192.5,-2.990000000000009,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
141,exact path,34,201.539,194.0,-7.538999999999987,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,194.0,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
142,solution,34,204.424,,,F,low_groundability,0.0,,,,,NONE,LOW,False,,,,,,No Match,,3,1.0,,0.0
143,itself,34,204.885,195.0,-9.884999999999993,D,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,195.0,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
144,local search especially,34,196.672,193.0,-3.671999999999997,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
145,simulated annealing,34,194.889,192.5,-2.38900000000001,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
146,algorithms training neural,35,213.298,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
147,examples local search,35,206.067,193.0,-13.067000000000007,A,ocr_at_tnarr_full,1.0,25.0,192.5,216.0,,HIGH,MEDIUM,True,,,100.0,100.0,100.0,Optimal,100.0,3,1.0,100.0,0.0
148,other examples,35,205.886,193.0,-12.885999999999996,A,ocr_at_tnarr_partial,0.8,25.0,192.5,216.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
149,salesman machine learning,35,211.115,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
150,scheduling routing problems,35,208.591,193.5,-15.091000000000008,A,ocr_at_tnarr_partial,0.8,25.0,192.5,216.0,,MEDIUM,MEDIUM,True,,,100.0,100.0,100.0,Optimal,90.0,3,1.0,100.0,0.0
151,like traveling salesman,35,210.353,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
152,neural networks,35,214.961,,,F,ocr_vocabulary_mismatch,0.0,,,,,NONE,MEDIUM,False,,,,,,No Match,,3,1.0,,0.0
